Tick,Position_Row,Position_Col,Current_Action,Target,Node_Status,Items_Collected,Exploration_Percent
0,0,2,Exploring,"(0, 3)",RUNNING,0,0.36%
1,0,3,Idle/Deciding,None,SUCCESS,0,0.60%
2,2,2,Exploring,"(3, 1)",RUNNING,0,0.72%
3,4,2,Exploring,"(5, 1)",RUNNING,0,1.12%
4,6,2,Exploring,"(7, 1)",RUNNING,0,1.52%
5,6,4,Exploring,"(5, 5)",RUNNING,0,1.92%
6,6,6,Exploring,"(5, 7)",RUNNING,0,2.32%
7,6,8,Exploring,"(5, 9)",RUNNING,0,2.72%
8,6,10,Exploring,"(5, 11)",RUNNING,0,3.12%
9,6,12,Exploring,"(5, 13)",RUNNING,0,3.52%
10,6,14,Exploring,"(5, 15)",RUNNING,0,3.92%
11,6,16,Exploring,"(5, 17)",RUNNING,0,4.32%
12,8,16,Exploring,"(9, 15)",RUNNING,0,4.72%
13,8,18,Exploring,"(7, 19)",RUNNING,0,5.12%
14,10,17,Exploring,"(11, 16)",RUNNING,0,5.52%
15,12,18,Exploring,"(13, 17)",RUNNING,0,5.92%
16,10,18,Exploring,"(4, 19)",RUNNING,0,6.40%
17,8,17,Exploring,"(4, 19)",RUNNING,0,6.40%
18,6,17,Exploring,"(4, 19)",RUNNING,0,6.40%
19,4,19,Exploring,"(4, 19)",RUNNING,0,6.48%
20,5,20,Exploring,"(7, 21)",RUNNING,0,7.08%
21,7,20,Idle/Deciding,None,RUNNING,0,7.32%
22,9,20,Exploring,"(10, 21)",RUNNING,0,7.48%
23,11,20,Exploring,"(12, 21)",RUNNING,0,7.64%
24,13,20,Exploring,"(14, 21)",RUNNING,0,7.80%
25,15,20,Exploring,"(16, 19)",RUNNING,0,8.08%
26,17,20,Exploring,"(18, 19)",RUNNING,0,8.48%
27,17,22,Exploring,"(16, 23)",RUNNING,0,8.88%
28,18,24,Exploring,"(17, 25)",RUNNING,0,9.28%
29,18,26,Exploring,"(17, 27)",RUNNING,0,9.80%
30,18,28,Exploring,"(17, 29)",RUNNING,0,10.20%
31,20,28,Exploring,"(21, 27)",RUNNING,0,10.60%
32,20,30,Exploring,"(19, 31)",RUNNING,0,11.00%
33,22,30,Exploring,"(23, 29)",RUNNING,0,11.40%
34,21,32,Exploring,"(20, 33)",RUNNING,0,11.80%
35,20,33,Idle/Deciding,None,SUCCESS,0,12.20%
36,18,33,Exploring,"(17, 32)",RUNNING,0,12.48%
37,17,32,Idle/Deciding,None,SUCCESS,0,12.88%
38,15,32,Exploring,"(14, 31)",RUNNING,0,13.08%
39,16,31,Exploring,"(15, 29)",RUNNING,0,13.48%
40,16,31,Idle/Deciding,None,RUNNING,0,13.56%
41,16,29,Exploring,"(15, 28)",RUNNING,0,13.56%
42,16,31,Exploring,"(12, 33)",RUNNING,0,13.72%
43,14,33,Exploring,"(12, 33)",RUNNING,0,13.72%
44,12,33,Exploring,"(12, 33)",RUNNING,0,14.04%
45,11,32,Exploring,"(9, 31)",RUNNING,0,14.44%
46,11,32,Idle/Deciding,None,RUNNING,0,14.76%
47,9,34,Exploring,"(8, 33)",RUNNING,0,14.76%
48,9,34,Exploring,"(7, 37)",RUNNING,0,15.32%
49,8,36,Exploring,"(7, 37)",RUNNING,0,15.32%
50,7,38,Exploring,"(6, 39)",RUNNING,0,15.84%
51,7,38,Exploring,"(5, 35)",RUNNING,0,16.36%
52,6,36,Exploring,"(5, 35)",RUNNING,0,16.36%
53,7,38,Exploring,"(15, 36)",RUNNING,0,16.64%
54,8,36,Exploring,"(15, 36)",RUNNING,0,16.64%
55,9,34,Exploring,"(15, 36)",RUNNING,0,16.64%
56,11,32,Exploring,"(15, 36)",RUNNING,0,16.64%
57,13,34,Exploring,"(15, 36)",RUNNING,0,16.64%
58,15,34,Exploring,"(15, 36)",RUNNING,0,16.80%
59,15,36,Exploring,"(15, 36)",RUNNING,0,16.88%
60,14,37,Exploring,"(13, 39)",RUNNING,0,17.28%
61,14,39,Idle/Deciding,None,RUNNING,0,17.56%
62,14,41,Exploring,"(13, 42)",RUNNING,0,17.96%
63,16,40,Exploring,"(17, 39)",RUNNING,0,18.36%
64,18,39,Exploring,"(19, 38)",RUNNING,0,18.72%
65,19,38,Idle/Deciding,None,SUCCESS,0,19.16%
66,20,40,Exploring,"(21, 41)",RUNNING,0,19.48%
67,22,40,Exploring,"(23, 39)",RUNNING,0,19.84%
68,24,40,Exploring,"(25, 39)",RUNNING,0,20.24%
69,26,40,Exploring,"(27, 39)",RUNNING,0,20.64%
70,28,40,Exploring,"(29, 39)",RUNNING,0,21.04%
71,26,40,Exploring,"(23, 43)",RUNNING,0,21.44%
72,24,41,Exploring,"(23, 43)",RUNNING,0,21.44%
73,24,43,Idle/Deciding,None,RUNNING,0,21.64%
74,22,44,Exploring,"(21, 43)",RUNNING,0,22.04%
75,21,42,Exploring,"(19, 43)",RUNNING,0,22.48%
76,21,42,Idle/Deciding,None,RUNNING,0,22.56%
77,23,44,Exploring,"(23, 35)",RUNNING,0,22.56%
78,24,42,Exploring,"(23, 35)",RUNNING,0,22.60%
79,23,40,Exploring,"(23, 35)",RUNNING,0,22.60%
80,21,40,Exploring,"(23, 35)",RUNNING,0,22.60%
81,19,38,Exploring,"(23, 35)",RUNNING,0,22.60%
82,17,40,Exploring,"(23, 35)",RUNNING,0,22.60%
83,15,40,Exploring,"(23, 35)",RUNNING,0,22.60%
84,14,38,Exploring,"(23, 35)",RUNNING,0,22.60%
85,15,36,Exploring,"(23, 35)",RUNNING,0,22.60%
86,15,34,Exploring,"(23, 35)",RUNNING,0,22.60%
87,15,32,Exploring,"(23, 35)",RUNNING,0,22.60%
88,17,32,Exploring,"(23, 35)",RUNNING,0,22.60%
89,19,34,Exploring,"(23, 35)",RUNNING,0,22.60%
90,21,34,Exploring,"(23, 35)",RUNNING,0,22.60%
91,23,34,Idle/Deciding,None,RUNNING,0,22.72%
92,24,32,Exploring,"(25, 31)",RUNNING,0,23.08%
93,24,30,Exploring,"(25, 29)",RUNNING,0,23.36%
94,24,28,Exploring,"(23, 27)",RUNNING,0,23.52%
95,26,27,Exploring,"(27, 26)",RUNNING,0,23.84%
96,26,25,Exploring,"(25, 24)",RUNNING,0,24.36%
97,25,24,Idle/Deciding,None,SUCCESS,0,24.76%
98,23,24,Exploring,"(22, 23)",RUNNING,0,25.08%
99,25,24,Exploring,"(25, 21)",RUNNING,0,25.40%
100,26,22,Exploring,"(25, 21)",RUNNING,0,25.40%
101,27,24,Exploring,"(29, 23)",RUNNING,0,25.84%
102,28,25,Idle/Deciding,None,RUNNING,0,26.04%
103,30,26,Exploring,"(31, 25)",RUNNING,0,26.28%
104,30,28,Exploring,"(29, 29)",RUNNING,0,26.76%
105,28,29,Exploring,"(27, 30)",RUNNING,0,27.12%
106,27,30,Idle/Deciding,None,SUCCESS,0,27.32%
107,26,32,Exploring,"(27, 33)",RUNNING,0,27.44%
108,26,34,Exploring,"(26, 35)",RUNNING,0,27.60%
109,26,32,Exploring,"(31, 31)",RUNNING,0,27.84%
110,27,30,Exploring,"(31, 31)",RUNNING,0,27.84%
111,29,30,Exploring,"(31, 31)",RUNNING,0,27.84%
112,29,30,Idle/Deciding,None,RUNNING,0,27.96%
113,29,28,Exploring,"(33, 25)",RUNNING,0,27.96%
114,31,26,Exploring,"(33, 25)",RUNNING,0,27.96%
115,33,26,Idle/Deciding,None,RUNNING,0,28.16%
116,33,24,Exploring,"(32, 23)",RUNNING,0,28.56%
117,34,22,Exploring,"(33, 21)",RUNNING,0,28.96%
118,34,24,Exploring,"(14, 23)",RUNNING,0,29.48%
119,33,26,Exploring,"(14, 23)",RUNNING,0,29.56%
120,31,26,Exploring,"(14, 23)",RUNNING,0,29.56%
121,29,26,Exploring,"(14, 23)",RUNNING,0,29.56%
122,27,24,Exploring,"(14, 23)",RUNNING,0,29.56%
123,26,26,Exploring,"(14, 23)",RUNNING,0,29.56%
124,25,28,Exploring,"(14, 23)",RUNNING,0,29.56%
125,24,30,Exploring,"(14, 23)",RUNNING,0,29.56%
126,24,32,Exploring,"(14, 23)",RUNNING,0,29.56%
127,23,34,Exploring,"(14, 23)",RUNNING,0,29.56%
128,21,34,Exploring,"(14, 23)",RUNNING,0,29.56%
129,21,32,Exploring,"(14, 23)",RUNNING,0,29.56%
130,21,30,Exploring,"(14, 23)",RUNNING,0,29.56%
131,19,28,Exploring,"(14, 23)",RUNNING,0,29.56%
132,18,26,Exploring,"(14, 23)",RUNNING,0,29.56%
133,18,24,Exploring,"(14, 23)",RUNNING,0,29.56%
134,17,22,Exploring,"(14, 23)",RUNNING,0,29.56%
135,15,22,Exploring,"(14, 23)",RUNNING,0,29.56%
136,14,23,Idle/Deciding,None,SUCCESS,0,29.72%
137,16,25,Exploring,"(15, 26)",RUNNING,0,29.96%
138,15,26,Idle/Deciding,None,SUCCESS,0,30.04%
139,13,28,Exploring,"(12, 27)",RUNNING,0,30.16%
140,13,30,Exploring,"(10, 29)",RUNNING,0,30.52%
141,11,30,Exploring,"(10, 29)",RUNNING,0,30.52%
142,10,29,Idle/Deciding,None,SUCCESS,0,30.68%
143,10,27,Exploring,"(9, 26)",RUNNING,0,30.96%
144,10,25,Exploring,"(9, 24)",RUNNING,0,31.24%
145,12,25,Exploring,"(7, 23)",RUNNING,0,31.56%
146,12,23,Exploring,"(7, 23)",RUNNING,0,31.56%
147,10,22,Exploring,"(7, 23)",RUNNING,0,31.56%
148,8,22,Exploring,"(7, 23)",RUNNING,0,31.56%
149,6,22,Exploring,"(5, 23)",RUNNING,0,31.72%
150,4,22,Exploring,"(3, 23)",RUNNING,0,31.88%
151,3,24,Exploring,"(2, 25)",RUNNING,0,32.08%
152,2,25,Idle/Deciding,None,SUCCESS,0,32.60%
153,2,27,Exploring,"(1, 28)",RUNNING,0,32.96%
154,2,25,Exploring,"(0, 30)",RUNNING,0,33.36%
155,0,25,Exploring,"(0, 30)",RUNNING,0,33.36%
156,0,27,Exploring,"(0, 30)",RUNNING,0,33.36%
157,0,29,Exploring,"(0, 30)",RUNNING,0,33.36%
158,0,30,Idle/Deciding,None,SUCCESS,0,33.60%
159,0,32,Exploring,"(0, 33)",RUNNING,0,33.72%
160,0,33,Idle/Deciding,None,SUCCESS,0,33.96%
161,0,35,Exploring,"(0, 36)",RUNNING,0,34.08%
162,0,36,Idle/Deciding,None,SUCCESS,0,34.32%
163,2,35,Exploring,"(3, 34)",RUNNING,0,34.44%
164,2,37,Exploring,"(3, 38)",RUNNING,0,34.68%
165,2,39,Exploring,"(1, 40)",RUNNING,0,34.92%
166,2,41,Exploring,"(1, 42)",RUNNING,0,35.32%
167,2,43,Exploring,"(1, 44)",RUNNING,0,35.72%
168,1,44,Idle/Deciding,None,SUCCESS,0,36.12%
169,0,46,Exploring,"(0, 47)",RUNNING,0,36.28%
170,0,47,Idle/Deciding,None,SUCCESS,0,36.52%
171,2,48,Exploring,"(3, 47)",RUNNING,0,36.64%
172,4,47,Exploring,"(5, 46)",RUNNING,0,36.92%
173,4,45,Exploring,"(5, 44)",RUNNING,0,37.32%
174,4,43,Exploring,"(5, 42)",RUNNING,0,37.48%
175,5,42,Idle/Deciding,None,SUCCESS,0,37.64%
176,6,44,Exploring,"(7, 45)",RUNNING,0,37.80%
177,6,46,Exploring,"(7, 47)",RUNNING,0,38.08%
178,8,45,Exploring,"(9, 44)",RUNNING,0,38.24%
179,8,47,Exploring,"(9, 48)",RUNNING,0,38.64%
180,9,48,Idle/Deciding,None,SUCCESS,0,38.88%
181,11,48,Exploring,"(12, 47)",RUNNING,0,39.04%
182,13,48,Exploring,"(14, 47)",RUNNING,0,39.36%
183,15,48,Exploring,"(16, 47)",RUNNING,0,39.68%
184,16,47,Idle/Deciding,None,SUCCESS,0,40.00%
185,14,46,Exploring,"(13, 45)",RUNNING,0,40.36%
186,16,46,Exploring,"(19, 45)",RUNNING,0,40.64%
187,18,46,Exploring,"(19, 45)",RUNNING,0,40.72%
188,18,48,Exploring,"(19, 49)",RUNNING,0,40.96%
189,20,48,Exploring,"(21, 47)",RUNNING,0,41.04%
190,22,48,Exploring,"(23, 47)",RUNNING,0,41.28%
191,20,48,Exploring,"(9, 42)",RUNNING,0,41.52%
192,18,47,Exploring,"(9, 42)",RUNNING,0,41.52%
193,16,47,Exploring,"(9, 42)",RUNNING,0,41.52%
194,14,48,Exploring,"(9, 42)",RUNNING,0,41.52%
195,12,48,Exploring,"(9, 42)",RUNNING,0,41.52%
196,10,48,Exploring,"(9, 42)",RUNNING,0,41.52%
197,8,47,Exploring,"(9, 42)",RUNNING,0,41.52%
198,8,45,Exploring,"(9, 42)",RUNNING,0,41.52%
199,8,43,Exploring,"(9, 42)",RUNNING,0,41.52%
200,8,45,Exploring,"(3, 32)",RUNNING,0,41.72%
201,6,45,Exploring,"(3, 32)",RUNNING,0,41.72%
202,6,43,Exploring,"(3, 32)",RUNNING,0,41.72%
203,4,43,Exploring,"(3, 32)",RUNNING,0,41.72%
204,4,45,Exploring,"(3, 32)",RUNNING,0,41.72%
205,4,47,Exploring,"(3, 32)",RUNNING,0,41.72%
206,2,48,Exploring,"(3, 32)",RUNNING,0,41.72%
207,0,47,Exploring,"(3, 32)",RUNNING,0,41.72%
208,0,45,Exploring,"(3, 32)",RUNNING,0,41.72%
209,2,43,Exploring,"(3, 32)",RUNNING,0,41.72%
210,2,41,Exploring,"(3, 32)",RUNNING,0,41.72%
211,2,39,Exploring,"(3, 32)",RUNNING,0,41.72%
212,2,37,Exploring,"(3, 32)",RUNNING,0,41.72%
213,2,35,Exploring,"(3, 32)",RUNNING,0,41.72%
214,2,33,Exploring,"(3, 32)",RUNNING,0,41.72%
215,3,32,Idle/Deciding,None,SUCCESS,0,41.88%
216,2,34,Exploring,"(5, 29)",RUNNING,0,42.12%
217,1,36,Exploring,"(5, 29)",RUNNING,0,42.12%
218,0,34,Exploring,"(5, 29)",RUNNING,0,42.12%
219,0,32,Exploring,"(5, 29)",RUNNING,0,42.12%
220,1,30,Exploring,"(5, 29)",RUNNING,0,42.12%
221,3,30,Exploring,"(5, 29)",RUNNING,0,42.12%
222,5,30,Idle/Deciding,None,RUNNING,0,42.20%
223,6,28,Exploring,"(5, 27)",RUNNING,0,42.56%
224,4,27,Exploring,"(6, 25)",RUNNING,0,42.76%
225,6,25,Exploring,"(6, 25)",RUNNING,0,42.80%
226,7,24,Exploring,"(6, 33)",RUNNING,0,42.84%
227,8,26,Exploring,"(6, 33)",RUNNING,0,42.84%
228,8,28,Exploring,"(6, 33)",RUNNING,0,42.84%
229,8,30,Exploring,"(6, 33)",RUNNING,0,42.84%
230,7,32,Exploring,"(6, 33)",RUNNING,0,42.84%
231,6,33,Idle/Deciding,None,SUCCESS,0,42.88%
232,4,35,Exploring,"(10, 39)",RUNNING,0,42.88%
233,4,37,Exploring,"(10, 39)",RUNNING,0,42.88%
234,4,39,Exploring,"(10, 39)",RUNNING,0,42.88%
235,6,40,Exploring,"(10, 39)",RUNNING,0,42.88%
236,8,40,Exploring,"(10, 39)",RUNNING,0,42.88%
237,10,39,Exploring,"(10, 39)",RUNNING,0,42.96%
238,10,38,Exploring,"(11, 42)",RUNNING,0,43.16%
239,11,36,Exploring,"(11, 42)",RUNNING,0,43.16%
240,12,38,Exploring,"(11, 42)",RUNNING,0,43.16%
241,12,40,Exploring,"(11, 42)",RUNNING,0,43.16%
242,11,42,Exploring,"(11, 42)",RUNNING,0,43.20%
243,10,43,Exploring,"(11, 45)",RUNNING,0,43.28%
244,10,45,Idle/Deciding,None,RUNNING,0,43.32%
245,12,45,Exploring,"(17, 43)",RUNNING,0,43.32%
246,14,44,Exploring,"(17, 43)",RUNNING,0,43.32%
247,16,44,Exploring,"(17, 43)",RUNNING,0,43.32%
248,17,42,Exploring,"(25, 47)",RUNNING,0,43.40%
249,19,44,Exploring,"(25, 47)",RUNNING,0,43.40%
250,21,46,Exploring,"(25, 47)",RUNNING,0,43.40%
251,23,46,Exploring,"(25, 47)",RUNNING,0,43.40%
252,24,47,Idle/Deciding,None,RUNNING,0,43.48%
253,26,47,Exploring,"(27, 46)",RUNNING,0,43.68%
254,28,48,Exploring,"(29, 47)",RUNNING,0,44.08%
255,30,48,Exploring,"(31, 47)",RUNNING,0,44.40%
256,32,47,Exploring,"(33, 46)",RUNNING,0,44.72%
257,34,46,MoveToItem,"(34, 44)",RUNNING,0,45.24%
258,36,46,MoveToItem,"(34, 44)",RUNNING,0,45.76%
259,38,46,MoveToItem,"(34, 44)",RUNNING,0,46.16%
260,36,46,MoveToItem,"(34, 44)",RUNNING,0,46.56%
261,34,46,MoveToItem,"(34, 44)",RUNNING,0,46.56%
262,32,46,MoveToItem,"(34, 44)",RUNNING,0,46.56%
263,30,46,MoveToItem,"(34, 44)",RUNNING,0,46.64%
264,32,47,MoveToItem,"(34, 44)",RUNNING,0,46.76%
265,30,48,MoveToItem,"(34, 44)",RUNNING,0,46.76%
266,28,48,MoveToItem,"(34, 44)",RUNNING,0,46.76%
267,26,47,MoveToItem,"(34, 44)",RUNNING,0,46.76%
268,26,45,MoveToItem,"(34, 44)",RUNNING,0,46.76%
269,26,45,MoveToItem,"(34, 44)",RUNNING,0,46.88%
270,26,43,MoveToItem,"(34, 44)",RUNNING,0,46.88%
271,28,42,MoveToItem,"(34, 44)",RUNNING,0,46.88%
272,28,43,MoveToItem,"(34, 44)",RUNNING,0,46.96%
273,30,44,MoveToItem,"(34, 44)",RUNNING,0,46.96%
274,30,43,MoveToItem,"(34, 44)",RUNNING,0,47.12%
275,30,43,MoveToItem,"(34, 44)",RUNNING,0,47.20%
276,30,41,MoveToItem,"(34, 44)",RUNNING,0,47.20%
277,30,41,MoveToItem,"(34, 44)",RUNNING,0,47.36%
278,30,39,MoveToItem,"(34, 44)",RUNNING,0,47.36%
279,30,39,MoveToItem,"(34, 44)",RUNNING,0,47.64%
280,28,38,MoveToItem,"(34, 44)",RUNNING,0,47.64%
281,28,38,MoveToItem,"(34, 44)",RUNNING,0,47.80%
282,26,38,MoveToItem,"(34, 44)",RUNNING,0,47.80%
283,26,38,MoveToItem,"(34, 44)",RUNNING,0,47.88%
284,24,38,MoveToItem,"(34, 44)",RUNNING,0,47.88%
285,24,38,MoveToItem,"(34, 44)",RUNNING,0,47.96%
286,22,37,MoveToItem,"(34, 44)",RUNNING,0,47.96%
287,24,36,MoveToItem,"(34, 44)",RUNNING,0,47.96%
288,26,36,MoveToItem,"(34, 44)",RUNNING,0,47.96%
289,28,36,MoveToItem,"(34, 44)",RUNNING,0,47.96%
290,28,34,MoveToItem,"(34, 44)",RUNNING,0,48.12%
291,29,32,MoveToItem,"(34, 44)",RUNNING,0,48.20%
292,30,34,MoveToItem,"(34, 44)",RUNNING,0,48.28%
293,31,36,MoveToItem,"(34, 44)",RUNNING,0,48.56%
294,32,35,MoveToItem,"(34, 44)",RUNNING,0,48.76%
295,34,34,MoveToItem,"(34, 44)",RUNNING,0,49.00%
296,34,32,MoveToItem,"(34, 44)",RUNNING,0,49.48%
297,32,31,MoveToItem,"(34, 44)",RUNNING,0,49.84%
298,32,29,MoveToItem,"(34, 44)",RUNNING,0,49.92%
299,34,29,MoveToItem,"(34, 44)",RUNNING,0,49.92%
300,36,31,MoveToItem,"(34, 44)",RUNNING,0,50.08%
301,37,32,MoveToItem,"(34, 44)",RUNNING,0,50.48%
302,39,32,MoveToItem,"(34, 44)",RUNNING,0,50.76%
303,40,30,MoveToItem,"(34, 44)",RUNNING,0,51.16%
304,38,29,MoveToItem,"(34, 44)",RUNNING,0,51.64%
305,37,28,MoveToItem,"(34, 44)",RUNNING,0,51.84%
306,36,26,MoveToItem,"(34, 44)",RUNNING,0,51.96%
307,36,24,MoveToItem,"(34, 44)",RUNNING,0,52.12%
308,37,22,MoveToItem,"(34, 44)",RUNNING,0,52.28%
309,39,22,MoveToItem,"(34, 44)",RUNNING,0,52.64%
310,40,24,MoveToItem,"(34, 44)",RUNNING,0,53.04%
311,42,24,MoveToItem,"(34, 44)",RUNNING,0,53.44%
312,40,24,MoveToItem,"(34, 44)",RUNNING,0,53.84%
313,38,25,MoveToItem,"(34, 44)",RUNNING,0,53.84%
314,40,27,MoveToItem,"(34, 44)",RUNNING,0,53.84%
315,42,28,MoveToItem,"(34, 44)",RUNNING,0,53.92%
316,43,26,MoveToItem,"(44, 30)",RUNNING,0,54.24%
317,44,28,MoveToItem,"(44, 30)",RUNNING,0,54.44%
318,46,28,MoveToItem,"(44, 30)",RUNNING,0,54.72%
319,46,26,MoveToItem,"(44, 30)",RUNNING,0,55.12%
320,46,24,MoveToItem,"(44, 30)",RUNNING,0,55.36%
321,44,23,MoveToItem,"(44, 30)",RUNNING,0,55.68%
322,43,22,MoveToItem,"(44, 30)",RUNNING,0,55.88%
323,42,20,MoveToItem,"(44, 30)",RUNNING,0,56.04%
324,40,20,MoveToItem,"(44, 30)",RUNNING,0,56.44%
325,38,19,MoveToItem,"(44, 30)",RUNNING,0,56.60%
326,40,18,MoveToItem,"(44, 30)",RUNNING,0,56.96%
327,41,16,MoveToItem,"(44, 30)",RUNNING,0,57.24%
328,43,18,MoveToItem,"(44, 30)",RUNNING,0,57.72%
329,43,18,MoveToItem,"(43, 16)",RUNNING,0,57.96%
330,43,16,MoveToItem,"(43, 16)",RUNNING,0,57.96%
331,42,17,Exploring,"(33, 46)",RUNNING,1,58.12%
332,44,18,Exploring,"(33, 46)",RUNNING,1,58.12%
333,46,18,Idle/Deciding,None,RUNNING,1,58.32%
334,48,17,Exploring,"(49, 16)",RUNNING,1,58.72%
335,48,17,Exploring,"(46, 14)",RUNNING,1,59.04%
336,46,15,Exploring,"(46, 14)",RUNNING,1,59.04%
337,46,13,MoveToItem,"(48, 13)",RUNNING,1,59.36%
338,46,15,MoveToItem,"(48, 13)",RUNNING,1,59.76%
339,48,15,MoveToItem,"(48, 13)",RUNNING,1,59.76%
340,48,13,MoveToItem,"(48, 13)",RUNNING,1,59.84%
341,48,12,MoveToItem,"(48, 11)",RUNNING,2,59.92%
342,48,11,Exploring,"(46, 14)",SUCCESS,3,60.08%
343,48,13,Exploring,"(46, 14)",RUNNING,3,60.24%
344,48,15,Exploring,"(46, 14)",RUNNING,3,60.24%
345,46,15,Exploring,"(46, 14)",RUNNING,3,60.24%
346,46,14,Idle/Deciding,None,SUCCESS,3,60.24%
347,45,12,Exploring,"(43, 11)",RUNNING,3,60.24%
348,44,13,Idle/Deciding,None,RUNNING,3,60.48%
349,42,13,Exploring,"(41, 12)",RUNNING,3,60.60%
350,42,11,Exploring,"(41, 10)",RUNNING,3,60.84%
351,42,9,Exploring,"(41, 8)",RUNNING,3,61.16%
352,41,8,Idle/Deciding,None,SUCCESS,3,61.56%
353,39,6,Exploring,"(38, 5)",RUNNING,3,61.92%
354,38,5,Idle/Deciding,None,SUCCESS,3,62.56%
355,36,3,Exploring,"(35, 2)",RUNNING,3,62.92%
356,35,2,Idle/Deciding,None,SUCCESS,3,63.56%
357,33,0,Exploring,"(32, 0)",RUNNING,3,63.92%
358,32,0,Idle/Deciding,None,SUCCESS,3,64.16%
359,32,2,Exploring,"(31, 3)",RUNNING,3,64.28%
360,32,4,Exploring,"(31, 5)",RUNNING,3,64.52%
361,34,5,Exploring,"(35, 6)",RUNNING,3,64.88%
362,34,7,Exploring,"(33, 8)",RUNNING,3,65.08%
363,34,9,MoveToItem,"(36, 10)",RUNNING,3,65.48%
364,32,11,MoveToItem,"(36, 10)",RUNNING,3,65.88%
365,30,12,MoveToItem,"(36, 10)",RUNNING,3,66.52%
366,29,10,MoveToItem,"(36, 10)",RUNNING,3,67.04%
367,28,12,MoveToItem,"(36, 10)",RUNNING,3,67.48%
368,29,14,MoveToItem,"(36, 10)",RUNNING,3,67.76%
369,29,14,MoveToItem,"(36, 10)",RUNNING,3,68.16%
370,30,16,MoveToItem,"(36, 10)",RUNNING,3,68.16%
371,29,16,MoveToItem,"(36, 10)",RUNNING,3,68.64%
372,29,18,MoveToItem,"(36, 10)",RUNNING,3,68.72%
373,31,18,MoveToItem,"(36, 10)",RUNNING,3,69.04%
